"サイズの種類ID","サイズの種類名","カテゴリID","カテゴリ名","カテゴリパス"
"5","XL以上","4612","レディース・スノーウェア","スポーツ/ウィンタースポーツ"
"1","XS以下","4613","メンズ・スノーウェア","スポーツ/ウィンタースポーツ"
"2","S","4613","メンズ・スノーウェア","スポーツ/ウィンタースポーツ"
"3","M","4613","メンズ・スノーウェア","スポーツ/ウィンタースポーツ"
"4","L","4613","メンズ・スノーウェア","スポーツ/ウィンタースポーツ"
"5","XL以上","4613","メンズ・スノーウェア","スポーツ/ウィンタースポーツ"
"1","XS以下","4616","レディース・ラッシュガード","スポーツ/サーフィン"
"2","S","4616","レディース・ラッシュガード","スポーツ/サーフィン"
"3","M","4616","レディース・ラッシュガード","スポーツ/サーフィン"
"4","L","4616","レディース・ラッシュガード","スポーツ/サーフィン"
"5","XL以上","4616","レディース・ラッシュガード","スポーツ/サーフィン"
"1","XS以下","4617","メンズ・ラッシュガード","スポーツ/サーフィン"
"2","S","4617","メンズ・ラッシュガード","スポーツ/サーフィン"
"3","M","4617","メンズ・ラッシュガード","スポーツ/サーフィン"
"4","L","4617","メンズ・ラッシュガード","スポーツ/サーフィン"
"5","XL以上","4617","メンズ・ラッシュガード","スポーツ/サーフィン"
"1","XS以下","4701","トップス","レディースファッション/ゴルフ"
"2","S","4701","トップス","レディースファッション/ゴルフ"
"3","M","4701","トップス","レディースファッション/ゴルフ"
"4","L","4701","トップス","レディースファッション/ゴルフ"
"5","XL以上","4701","トップス","レディースファッション/ゴルフ"
"1","XS以下","4702","ボトムス","レディースファッション/ゴルフ"
"2","S","4702","ボトムス","レディースファッション/ゴルフ"
"3","M","4702","ボトムス","レディースファッション/ゴルフ"
"4","L","4702","ボトムス","レディースファッション/ゴルフ"
"5","XL以上","4702","ボトムス","レディースファッション/ゴルフ"
"1","XS以下","4703","ワンピース","レディースファッション/ゴルフ"
"2","S","4703","ワンピース","レディースファッション/ゴルフ"
"3","M","4703","ワンピース","レディースファッション/ゴルフ"
"4","L","4703","ワンピース","レディースファッション/ゴルフ"
"5","XL以上","4703","ワンピース","レディースファッション/ゴルフ"
"1","XS以下","4704","アウター","レディースファッション/ゴルフ"
"2","S","4704","アウター","レディースファッション/ゴルフ"
"3","M","4704","アウター","レディースファッション/ゴルフ"
"4","L","4704","アウター","レディースファッション/ゴルフ"
"5","XL以上","4704","アウター","レディースファッション/ゴルフ"
"1","XS以下","4705","セットアップ","レディースファッション/ゴルフ"
"2","S","4705","セットアップ","レディースファッション/ゴルフ"
"3","M","4705","セットアップ","レディースファッション/ゴルフ"
"4","L","4705","セットアップ","レディースファッション/ゴルフ"
"5","XL以上","4705","セットアップ","レディースファッション/ゴルフ"
"210","21cm以下","4706","シューズ","レディースファッション/ゴルフ"
"215","21.5cm","4706","シューズ","レディースファッション/ゴルフ"
"220","22cm","4706","シューズ","レディースファッション/ゴルフ"
"225","22.5cm","4706","シューズ","レディースファッション/ゴルフ"
"230","23cm","4706","シューズ","レディースファッション/ゴルフ"
"235","23.5cm","4706","シューズ","レディースファッション/ゴルフ"
"240","24cm","4706","シューズ","レディースファッション/ゴルフ"
"245","24.5cm","4706","シューズ","レディースファッション/ゴルフ"
"250","25cm","4706","シューズ","レディースファッション/ゴルフ"
"255","25.5cm","4706","シューズ","レディースファッション/ゴルフ"
"260","26cm","4706","シューズ","レディースファッション/ゴルフ"
"265","26.5cm","4706","シューズ","レディースファッション/ゴルフ"
"270","27cm以上","4706","シューズ","レディースファッション/ゴルフ"
"1","XS以下","4801","トップス","メンズファッション/ゴルフ"
"2","S","4801","トップス","メンズファッション/ゴルフ"
"3","M","4801","トップス","メンズファッション/ゴルフ"
"4","L","4801","トップス","メンズファッション/ゴルフ"
"5","XL以上","4801","トップス","メンズファッション/ゴルフ"
"1","XS以下","4802","ボトムス","メンズファッション/ゴルフ"
"2","S","4802","ボトムス","メンズファッション/ゴルフ"
"3","M","4802","ボトムス","メンズファッション/ゴルフ"
"4","L","4802","ボトムス","メンズファッション/ゴルフ"
"5","XL以上","4802","ボトムス","メンズファッション/ゴルフ"
"1","XS以下","4803","アウター","メンズファッション/ゴルフ"
"2","S","4803","アウター","メンズファッション/ゴルフ"
"3","M","4803","アウター","メンズファッション/ゴルフ"
"4","L","4803","アウター","メンズファッション/ゴルフ"
"5","XL以上","4803","アウター","メンズファッション/ゴルフ"
"1","XS以下","4804","セットアップ","メンズファッション/ゴルフ"
"2","S","4804","セットアップ","メンズファッション/ゴルフ"
"3","M","4804","セットアップ","メンズファッション/ゴルフ"
"4","L","4804","セットアップ","メンズファッション/ゴルフ"
"5","XL以上","4804","セットアップ","メンズファッション/ゴルフ"
"230","23cm以下","4805","シューズ","メンズファッション/ゴルフ"
"235","23.5cm","4805","シューズ","メンズファッション/ゴルフ"
"240","24cm","4805","シューズ","メンズファッション/ゴルフ"
"245","24.5cm","4805","シューズ","メンズファッション/ゴルフ"
"250","25cm","4805","シューズ","メンズファッション/ゴルフ"
"255","25.5cm","4805","シューズ","メンズファッション/ゴルフ"
"260","26cm","4805","シューズ","メンズファッション/ゴルフ"
"265","26.5cm","4805","シューズ","メンズファッション/ゴルフ"
"270","27cm","4805","シューズ","メンズファッション/ゴルフ"
"275","27.5cm","4805","シューズ","メンズファッション/ゴルフ"
"280","28cm","4805","シューズ","メンズファッション/ゴルフ"
"285","28.5cm","4805","シューズ","メンズファッション/ゴルフ"
"290","29cm以上","4805","シューズ","メンズファッション/ゴルフ"
"1","XS以下","6041","レディース・トップス","スポーツ/ランニング"
"2","S","6041","レディース・トップス","スポーツ/ランニング"
"3","M","6041","レディース・トップス","スポーツ/ランニング"
"4","L","6041","レディース・トップス","スポーツ/ランニング"
"5","XL以上","6041","レディース・トップス","スポーツ/ランニング"
"1","XS以下","6042","レディース・ボトムス","スポーツ/ランニング"
"2","S","6042","レディース・ボトムス","スポーツ/ランニング"
"3","M","6042","レディース・ボトムス","スポーツ/ランニング"
"4","L","6042","レディース・ボトムス","スポーツ/ランニング"
"5","XL以上","6042","レディース・ボトムス","スポーツ/ランニング"
"1","XS以下","6044","レディース・アウター","スポーツ/ランニング"
"2","S","6044","レディース・アウター","スポーツ/ランニング"
"3","M","6044","レディース・アウター","スポーツ/ランニング"
"4","L","6044","レディース・アウター","スポーツ/ランニング"
"5","XL以上","6044","レディース・アウター","スポーツ/ランニング"
"1","XS以下","6045","レディース・インナー","スポーツ/ランニング"
"2","S","6045","レディース・インナー","スポーツ/ランニング"
"3","M","6045","レディース・インナー","スポーツ/ランニング"
"4","L","6045","レディース・インナー","スポーツ/ランニング"
"5","XL以上","6045","レディース・インナー","スポーツ/ランニング"
"210","21cm以下","6046","レディース・シューズ","スポーツ/ランニング"
"215","21.5cm","6046","レディース・シューズ","スポーツ/ランニング"
"220","22cm","6046","レディース・シューズ","スポーツ/ランニング"
"225","22.5cm","6046","レディース・シューズ","スポーツ/ランニング"
"230","23cm","6046","レディース・シューズ","スポーツ/ランニング"
"235","23.5cm","6046","レディース・シューズ","スポーツ/ランニング"
"240","24cm","6046","レディース・シューズ","スポーツ/ランニング"
"245","24.5cm","6046","レディース・シューズ","スポーツ/ランニング"
"250","25cm","6046","レディース・シューズ","スポーツ/ランニング"
"255","25.5cm","6046","レディース・シューズ","スポーツ/ランニング"
"260","26cm","6046","レディース・シューズ","スポーツ/ランニング"
"265","26.5cm","6046","レディース・シューズ","スポーツ/ランニング"
"270","27cm以上","6046","レディース・シューズ","スポーツ/ランニング"
"1","XS以下","6048","メンズ・トップス","スポーツ/ランニング"
"2","S","6048","メンズ・トップス","スポーツ/ランニング"
"3","M","6048","メンズ・トップス","スポーツ/ランニング"
"4","L","6048","メンズ・トップス","スポーツ/ランニング"
"5","XL以上","6048","メンズ・トップス","スポーツ/ランニング"
"1","XS以下","6049","メンズ・ボトムス","スポーツ/ランニング"
"2","S","6049","メンズ・ボトムス","スポーツ/ランニング"
"3","M","6049","メンズ・ボトムス","スポーツ/ランニング"
"4","L","6049","メンズ・ボトムス","スポーツ/ランニング"
"5","XL以上","6049","メンズ・ボトムス","スポーツ/ランニング"
"1","XS以下","6050","メンズ・アウター","スポーツ/ランニング"
"2","S","6050","メンズ・アウター","スポーツ/ランニング"
"3","M","6050","メンズ・アウター","スポーツ/ランニング"
"4","L","6050","メンズ・アウター","スポーツ/ランニング"
"5","XL以上","6050","メンズ・アウター","スポーツ/ランニング"
"1","XS以下","6051","メンズ・インナー","スポーツ/ランニング"
"2","S","6051","メンズ・インナー","スポーツ/ランニング"
"3","M","6051","メンズ・インナー","スポーツ/ランニング"
"4","L","6051","メンズ・インナー","スポーツ/ランニング"
"5","XL以上","6051","メンズ・インナー","スポーツ/ランニング"
"230","23cm以下","6052","メンズ・シューズ","スポーツ/ランニング"
"235","23.5cm","6052","メンズ・シューズ","スポーツ/ランニング"
"240","24cm","6052","メンズ・シューズ","スポーツ/ランニング"
"245","24.5cm","6052","メンズ・シューズ","スポーツ/ランニング"
"250","25cm","6052","メンズ・シューズ","スポーツ/ランニング"
"255","25.5cm","6052","メンズ・シューズ","スポーツ/ランニング"
"260","26cm","6052","メンズ・シューズ","スポーツ/ランニング"
"265","26.5cm","6052","メンズ・シューズ","スポーツ/ランニング"
"270","27cm","6052","メンズ・シューズ","スポーツ/ランニング"
"275","27.5cm","6052","メンズ・シューズ","スポーツ/ランニング"
"280","28cm","6052","メンズ・シューズ","スポーツ/ランニング"
"285","28.5cm","6052","メンズ・シューズ","スポーツ/ランニング"
"290","29cm以上","6052","メンズ・シューズ","スポーツ/ランニング"
"1","XS以下","6123","レディース・ウェットスーツ","スポーツ/サーフィン"
"2","S","6123","レディース・ウェットスーツ","スポーツ/サーフィン"
"3","M","6123","レディース・ウェットスーツ","スポーツ/サーフィン"
"4","L","6123","レディース・ウェットスーツ","スポーツ/サーフィン"
"5","XL以上","6123","レディース・ウェットスーツ","スポーツ/サーフィン"
"1","XS以下","6127","メンズ・ウェットスーツ","スポーツ/サーフィン"
"2","S","6127","メンズ・ウェットスーツ","スポーツ/サーフィン"
"3","M","6127","メンズ・ウェットスーツ","スポーツ/サーフィン"
